holding_cost,order_fixed,stockout_penalty,learning_rate,n_steps,n_epochs,vf_coef,ent_coef,batch_size,rl_avg_profit,rl_avg_stockouts,rl_avg_inventory,train_time_s
0.5,20.0,200.0,3e-05,1024,5,0.25,0.0,64,244.19336146233664,0.0,124.09465832017872,85.92965769767761
0.5,20.0,200.0,3e-05,1024,5,0.25,0.01,64,249.8401354391289,0.0,113.64618496829516,86.01670479774475
0.5,20.0,200.0,3e-05,1024,8,0.25,0.0,64,249.6287399656605,0.0,118.32320058744247,102.74605917930603
0.5,20.0,200.0,3e-05,1024,8,0.25,0.01,64,258.50824288571886,0.0,104.6361074620077,102.66797733306885
0.5,20.0,200.0,0.0001,512,5,0.25,0.0,64,269.4364929564395,0.0,79.762827050196,80.72361755371094
0.5,20.0,200.0,0.0001,512,5,0.25,0.01,64,256.7525682764725,0.0,104.03768441187192,87.87565231323242
0.5,20.0,200.0,0.0001,512,8,0.25,0.0,64,249.22162405478406,0.0,122.23657531320232,109.47852087020874
0.5,20.0,200.0,0.0001,512,8,0.25,0.01,64,268.5904795752563,4.320470343986202,82.44764566499893,109.15085554122925
0.5,20.0,200.0,0.0001,2048,5,0.25,0.0,64,272.86331344135306,2.006748080206357,75.0239568997736,86.86691498756409
0.5,20.0,200.0,0.0001,2048,5,0.25,0.01,64,270.8338411433766,0.0,82.46426129693855,86.11561846733093
0.5,20.0,200.0,0.0001,2048,8,0.25,0.0,64,276.2278652828986,0.0,69.15605346679686,108.75103282928467
0.5,20.0,200.0,0.0001,2048,8,0.25,0.01,64,263.48910760026985,0.0,88.60944722423815,109.66216135025024
0.5,20.0,200.0,0.0001,1024,5,0.25,0.0,64,266.8691500153526,0.0,86.27446097178002,89.67402291297913
0.5,20.0,200.0,0.0001,1024,5,0.25,0.01,64,266.27072887974947,0.0,87.03256892792167,86.90858697891235
0.5,20.0,200.0,0.0001,1024,8,0.25,0.0,64,246.26492643114585,0.0,116.57726005240661,102.94945812225342
0.5,20.0,200.0,0.0001,1024,8,0.25,0.01,64,278.0896076959522,0.0,67.86284748547698,111.26483988761902
0.5,30.0,10.0,3e-05,512,5,0.25,0.0,64,289.63720724285395,443.89167031140823,13.709684214918582,90.08597230911255
0.5,30.0,10.0,3e-05,512,5,0.25,0.01,64,256.57072857259675,1943.4719935241942,11.243718855661175,86.39050245285034
0.5,30.0,10.0,3e-05,512,8,0.25,0.0,64,201.09240413423467,4326.990459707667,9.759696834642593,105.79965281486511
0.5,30.0,10.0,3e-05,512,8,0.25,0.01,64,134.3061965773451,6608.964726385666,30.79866435743358,106.13667368888855
0.5,30.0,10.0,3e-05,2048,5,0.25,0.0,64,185.9732162571152,5033.017258011202,7.026141185971258,84.86796140670776
0.5,30.0,10.0,3e-05,2048,5,0.25,0.01,64,238.6039194518175,2630.6045887815408,13.441168473346593,84.7606213092804
0.5,30.0,10.0,3e-05,2048,8,0.25,0.0,64,287.1250494016755,673.434708917728,14.68182257394064,107.42068791389465
0.5,30.0,10.0,3e-05,2048,8,0.25,0.01,64,147.17848626940003,6653.95915699894,6.286905085668989,108.6407413482666
0.5,30.0,10.0,3e-05,1024,5,0.25,0.0,64,151.87553682551373,6530.951742721665,3.9307223121949457,87.55772638320923
0.5,30.0,10.0,3e-05,1024,5,0.25,0.01,64,61.08656615051633,10301.566477920504,2.322770235310931,86.7480525970459
0.5,30.0,10.0,3e-05,1024,8,0.25,0.0,64,255.2760982020738,2010.213472318074,9.028809891894255,109.87045574188232
0.5,30.0,10.0,3e-05,1024,8,0.25,0.01,64,94.48909766283889,8634.113654502793,18.701726764130267,109.60732793807983
0.5,30.0,10.0,0.0001,512,5,0.25,0.0,64,-220.29691498794222,22600.643575453796,0.3391402057956343,86.17325806617737
0.5,30.0,10.0,0.0001,512,5,0.25,0.01,64,100.88773218080335,8364.371423771536,14.363703213799491,85.65856885910034
0.5,30.0,10.0,0.0001,512,8,0.25,0.0,64,127.62566414388797,7312.824296002182,12.984927418738195,108.09785509109497
0.5,30.0,10.0,0.0001,512,8,0.25,0.01,64,285.6396914941767,249.08848445511575,29.35837006738741,105.75120234489441
0.5,30.0,10.0,0.0001,2048,5,0.25,0.0,64,284.89808523472095,479.74603684199866,27.946459247249447,88.740882396698
0.5,30.0,10.0,0.0001,2048,5,0.25,0.01,64,264.36573706418534,1465.1373778219258,15.02527566913056,88.51228284835815
0.5,30.0,10.0,0.0001,2048,8,0.25,0.0,64,283.1534420970332,560.8608848897035,20.050703225135802,107.31409072875977
0.5,30.0,10.0,0.0001,2048,8,0.25,0.01,64,279.98372403828137,809.5105697302547,20.66199825969461,107.50936985015869
0.5,30.0,10.0,0.0001,1024,5,0.25,0.0,64,287.5822777554428,377.77104177157196,21.709159743557237,83.42858624458313
0.5,30.0,10.0,0.0001,1024,5,0.25,0.01,64,-58.61195140667307,15448.03799033348,1.437025362815555,83.34449887275696
